,Object name,Astrometric RA (hh:mm:ss),"Astrometric Dec (dd mm'ss"")","Dist. from center RA ("")","Dist. from center Dec ("")","Dist. from center Norm ("")",Visual magnitude (V),"RA rate (""/h)","Dec rate (""/h)",ra,dec,V_mag,name,id
569,(2014 OD400),17:48:38.45,-27:17:25.0,-884.,6.E3,5848.,24.3,41.36,-2.143,267.16020833333334,-27.290277777777778,24.3,,2014 OD400
570,(2014 QN557),17:48:29.69,-28:18:59.1,-999.,2.E3,2313.,23.1,58.84,-3.438,267.12370833333335,-28.31641666666667,23.1,,2014 QN557
571,(2014 WX346),17:48:44.26,-29:33:19.0,-808.,-2.E3,2507.,23.9,56.44,-2.873,267.1844166666666,-29.55527777777778,23.9,,2014 WX346
572,(2015 BG185),17:48:18.57,-27:23:28.1,-1.E3,5.E3,5538.,23.4,61.3,-5.088,267.077375,-27.39113888888889,23.4,,2015 BG185
573,(2015 BD505),17:48:39.36,-30:19:23.6,-872.,-5.E3,5212.,23.7,40.14,-2.205,267.164,-30.32322222222222,23.7,,2015 BD505
574,(2015 FG480),17:48:27.52,-27:51:16.8,-1.E3,4.E3,3887.,24.1,54.01,-5.008,267.11466666666666,-27.854666666666667,24.1,,2015 FG480
575,(2015 HM457),17:48:49.35,-29:38:49.6,-741.,-3.E3,2804.,23.5,45.41,-2.902,267.205625,-29.647111111111112,23.5,,2015 HM457
576,(2015 KL420),17:48:37.67,-27:44:34.4,-894.,4.E3,4246.,23.3,39.22,-5.885,267.1569583333333,-27.74288888888889,23.3,,2015 KL420
577,(2015 XM471),17:48:50.66,-29:27:26.7,-724.,-2.E3,2147.,23.7,64.63,5.132,267.2110833333333,-29.457416666666667,23.7,,2015 XM471
578,(2016 AW83),17:48:47.73,-28:09:28.1,-762.,3.E3,2764.,22.9,56.63,11.82,267.198875,-28.157805555555555,22.9,,2016 AW83
579,(2016 CM374),17:48:29.25,-28:09:07.4,-1.E3,3.E3,2860.,23.5,50.62,-3.183,267.121875,-28.152055555555553,23.5,,2016 CM374
580,(2016 FS138),17:48:38.90,-28:10:07.5,-878.,3.E3,2761.,25.1,57.46,-2.876,267.1620833333333,-28.168750000000003,25.1,,2016 FS138
581,(2016 TT7),17:48:57.25,-27:34:28.6,-637.,5.E3,4799.,23.6,60.43,-7.634,267.23854166666666,-27.57461111111111,23.6,,2016 TT7
582,(2016 TN163),17:48:26.77,-30:30:11.7,-1.E3,-6.E3,5878.,23.8,50.37,-11.09,267.11154166666665,-30.50325,23.8,,2016 TN163
583,(2017 DM11),17:48:53.51,-28:29:19.2,-686.,1.E3,1618.,23.1,52.41,-5.804,267.22295833333334,-28.488666666666667,23.1,,2017 DM11
584,(2017 MY4),17:49:53.05,-29:34:51.8,95.8,-2.E3,2469.,26.6,119.6,15.89,267.4710416666667,-29.581055555555555,26.6,,2017 MY4
585,(2017 OE187),17:48:46.87,-30:27:29.3,-773.,-6.E3,5677.,24.4,44.75,-4.011,267.19529166666666,-30.45813888888889,24.4,,2017 OE187
586,(2017 QE49),17:48:17.18,-29:26:48.4,-1.E3,-2.E3,2298.,24.4,33.09,-1.402,267.0715833333333,-29.44677777777778,24.4,,2017 QE49
587,(2017 VA13),17:49:12.47,-28:22:51.0,-437.,2.E3,1904.,27.1,95.93,-11.49,267.3019583333333,-28.380833333333335,27.1,,2017 VA13
588,(2018 RD112),17:48:15.20,-27:02:08.2,-1.E3,7.E3,6803.,25.8,59.6,-4.489,267.0633333333333,-27.035611111111113,25.8,,2018 RD112
589,(2019 AQ136),17:48:12.71,-28:25:04.5,-1.E3,2.E3,2111.,24.8,33.66,-0.8233,267.0529583333333,-28.417916666666667,24.8,,2019 AQ136
590,(2019 GX150),17:49:08.25,-28:45:47.3,-493.,477.,685.8,23.2,66.16,-13.89,267.284375,-28.76313888888889,23.2,,2019 GX150
591,(2019 PL71),17:48:48.69,-29:50:01.0,-749.,-3.E3,3458.,23.4,60.18,-3.01,267.202875,-29.83361111111111,23.4,,2019 PL71
592,(2019 SX104),17:48:54.00,-29:25:52.8,-680.,-2.E3,2044.,25.1,69.24,-5.941,267.22499999999997,-29.431333333333335,25.1,,2019 SX104
593,(2019 SJ209),17:48:30.00,-29:06:45.5,-995.,-781.,1264.,25.8,79.64,-10.68,267.125,-29.112638888888892,25.8,,2019 SJ209
594,(2020 BR140),17:48:32.79,-28:03:10.1,-958.,3.E3,3183.,23.6,43.95,0.1722,267.136625,-28.052805555555555,23.6,,2020 BR140
595,(2020 OG120),17:48:44.55,-30:24:30.1,-804.,-5.E3,5504.,23.4,80.4,-11.08,267.18562499999996,-30.40836111111111,23.4,,2020 OG120
596,(2021 BH20),17:48:13.29,-29:18:18.3,-1.E3,-1.E3,1908.,24.1,46.61,-1.936,267.055375,-29.305083333333336,24.1,,2021 BH20
597,(2021 FT30),17:48:53.14,-29:27:56.7,-691.,-2.E3,2165.,23.2,57.98,-2.031,267.22141666666664,-29.46575,23.2,,2021 FT30
598,(2021 GA41),17:48:37.65,-29:22:01.7,-894.,-2.E3,1918.,23.1,54.82,-12.27,267.15687499999996,-29.36713888888889,23.1,,2021 GA41
599,(2021 SO25),17:48:50.59,-29:40:06.9,-724.,-3.E3,2875.,25.3,47.59,-5.727,267.21079166666664,-29.668583333333334,25.3,,2021 SO25
600,(2022 OF24),17:48:25.44,-30:01:21.6,-1.E3,-4.E3,4191.,23.2,45.77,-3.114,267.106,-30.022666666666666,23.2,,2022 OF24
601,(2022 OH44),17:48:46.34,-28:54:30.3,-780.,-46.0,781.6,23.8,49.83,-1.16,267.1930833333333,-28.908416666666664,23.8,,2022 OH44
602,(2022 PB37),17:48:12.18,-30:01:47.4,-1.E3,-4.E3,4262.,23.7,40.13,-0.1052,267.05074999999994,-30.029833333333332,23.7,,2022 PB37
603,(2022 SY170),17:48:36.96,-29:11:08.9,-904.,-1.E3,1380.,24.2,71.95,-22.07,267.154,-29.185805555555557,24.2,,2022 SY170
604,(2023 RH84),17:48:46.70,-29:46:40.0,-776.,-3.E3,3268.,23.1,52.35,-10.1,267.1945833333333,-29.77777777777778,23.1,,2023 RH84
605,(2023 SR3),17:48:28.07,-28:19:23.4,-1.E3,2.E3,2301.,23.2,79.52,-25.49,267.11695833333334,-28.323166666666665,23.2,,2023 SR3
606,(2023 TF11),17:48:30.55,-27:05:19.7,-988.,7.E3,6580.,24.1,44.86,0.3949,267.1272916666666,-27.088805555555556,24.1,,2023 TF11
607,(2023 UT87),17:48:42.65,-29:47:00.0,-829.,-3.E3,3301.,24.4,41.23,-1.877,267.1777083333333,-29.783333333333335,24.4,,2023 UT87
608,(2024 MK2),17:49:27.46,-29:55:33.5,-240.,-4.E3,3717.,27.4,126.5,2.436,267.3644166666666,-29.925972222222224,27.4,,2024 MK2
609,(2024 TH7),17:48:38.98,-27:59:36.9,-877.,3.E3,3365.,24.2,52.07,-5.156,267.1624166666666,-27.993583333333333,24.2,,2024 TH7
610,13190 (1997 BN1),17:48:16.73,-28:07:49.6,-1.E3,3.E3,2994.,19.4,71.86,-3.745,267.0697083333333,-28.130444444444446,19.4,13190,1997 BN1
611,16443 (1989 GV1),17:48:27.26,-27:33:46.3,-1.E3,5.E3,4909.,19.1,76.66,-5.206,267.11358333333334,-27.56286111111111,19.1,16443,1989 GV1
612,21527 Horton (1998 MV27),17:48:36.27,-30:24:25.8,-913.,-5.E3,5516.,18.7,59.4,0.3339,267.151125,-30.407166666666665,18.7,21527 Horton,1998 MV27
613,71163 (1999 XU199),17:48:30.43,-29:54:29.7,-989.,-4.E3,3776.,21.0,48.09,-5.496,267.12679166666663,-29.90825,21.0,71163,1999 XU199
614,76577 (2000 GK122),17:48:56.65,-28:54:56.3,-645.,-72.0,648.9,20.9,50.4,-6.994,267.2360416666666,-28.91563888888889,20.9,76577,2000 GK122
615,97020 (1999 TX278),17:48:50.10,-28:56:38.7,-731.,-174.,751.3,20.5,44.03,-10.45,267.20875,-28.944083333333335,20.5,97020,1999 TX278
616,108961 (2001 PE33),17:48:17.15,-28:15:05.0,-1.E3,2.E3,2596.,21.0,39.67,-7.052,267.0714583333333,-28.25138888888889,21.0,108961,2001 PE33
617,111077 (2001 VS54),17:48:33.75,-28:53:30.7,-946.,13.6,945.8,21.0,50.62,-4.03,267.14062499999994,-28.891861111111112,21.0,111077,2001 VS54
618,113268 (2002 RE151),17:48:47.75,-28:15:43.8,-762.,2.E3,2405.,20.8,48.41,-0.4843,267.19895833333334,-28.262166666666666,20.8,113268,2002 RE151
619,117870 (2174 P-L),17:48:57.59,-27:53:05.2,-633.,4.E3,3694.,20.0,92.04,-4.103,267.2399583333333,-27.884777777777778,20.0,117870,2174 P-L
620,129823 (1999 NJ55),17:48:16.30,-27:32:51.8,-1.E3,5.E3,4994.,20.6,78.01,3.802,267.06791666666663,-27.547722222222223,20.6,129823,1999 NJ55
621,149361 (2002 XH36),17:48:24.95,-28:15:49.3,-1.E3,2.E3,2512.,21.7,50.82,-4.902,267.1039583333333,-28.263694444444443,21.7,149361,2002 XH36
622,152559 Bodelschwingh (1990 TM13),17:48:15.49,-29:26:42.0,-1.E3,-2.E3,2304.,20.3,57.99,-14.24,267.0645416666666,-29.445,20.3,152559 Bodelschwingh,1990 TM13
623,165678 (2001 OA51),17:48:22.95,-27:18:38.0,-1.E3,6.E3,5810.,21.2,53.37,-3.835,267.095625,-27.310555555555556,21.2,165678,2001 OA51
624,175324 (2005 MR39),17:48:43.47,-28:11:37.6,-818.,3.E3,2657.,21.4,47.69,-1.141,267.18112499999995,-28.19377777777778,21.4,175324,2005 MR39
625,185653 (3442 T-3),17:48:34.28,-28:03:55.3,-939.,3.E3,3134.,22.5,35.9,-4.491,267.14283333333333,-28.065361111111113,22.5,185653,3442 T-3
626,196783 (2003 SY184),17:48:25.20,-27:00:11.5,-1.E3,7.E3,6896.,21.4,50.29,-5.54,267.105,-27.003194444444443,21.4,196783,2003 SY184
627,243713 (2000 FF7),17:48:17.86,-26:59:24.5,-1.E3,7.E3,6958.,22.8,61.89,-5.716,267.07441666666665,-26.99013888888889,22.8,243713,2000 FF7
628,252617 (2001 XA114),17:48:30.45,-28:26:30.1,-989.,2.E3,1911.,21.4,46.94,-1.721,267.126875,-28.441694444444444,21.4,252617,2001 XA114
629,254455 (2005 CA14),17:48:14.77,-29:14:32.4,-1.E3,-1.E3,1727.,21.8,70.78,-5.818,267.06154166666664,-29.242333333333335,21.8,254455,2005 CA14
630,260243 (2004 RX322),17:48:25.29,-27:23:06.2,-1.E3,5.E3,5541.,21.2,64.58,-0.2805,267.105375,-27.385055555555557,21.2,260243,2004 RX322
631,268421 (2005 UE470),17:48:49.69,-27:06:58.0,-736.,6.E3,6449.,21.9,53.02,-3.759,267.2070416666666,-27.116111111111113,21.9,268421,2005 UE470
632,277158 (2005 MH39),17:48:12.08,-26:59:46.5,-1.E3,7.E3,6949.,22.6,64.76,-2.77,267.0503333333333,-26.99625,22.6,277158,2005 MH39
633,296283 (2009 DQ69),17:48:24.46,-27:57:41.5,-1.E3,3.E3,3530.,22.0,80.74,-5.43,267.1019166666667,-27.96152777777778,22.0,296283,2009 DQ69
634,297561 (2001 RA9),17:48:25.89,-28:32:16.2,-1.E3,1.E3,1662.,22.8,52.47,-4.133,267.107875,-28.537833333333335,22.8,297561,2001 RA9
635,311813 (2006 UC207),17:48:24.14,-28:24:47.8,-1.E3,2.E3,2042.,22.3,45.6,-7.698,267.1005833333333,-28.413277777777775,22.3,311813,2006 UC207
636,313070 (2000 SZ214),17:48:42.44,-29:02:33.1,-831.,-529.,985.0,22.9,52.41,-5.989,267.1768333333333,-29.042527777777778,22.9,313070,2000 SZ214
637,317714 (2003 QN28),17:49:03.00,-27:13:40.3,-562.,6.E3,6031.,22.3,73.05,-2.098,267.26249999999993,-27.22786111111111,22.3,317714,2003 QN28
638,332778 (2009 VK37),17:48:28.37,-28:27:06.9,-1.E3,2.E3,1894.,22.3,44.25,-9.877,267.1182083333333,-28.451916666666666,22.3,332778,2009 VK37
639,350270 (2012 TG196),17:48:42.58,-30:22:01.7,-830.,-5.E3,5361.,22.4,42.62,-6.416,267.17741666666666,-30.36713888888889,22.4,350270,2012 TG196
640,354042 (2001 SB28),17:48:27.10,-27:26:20.2,-1.E3,5.E3,5346.,22.4,76.15,-7.619,267.11291666666665,-27.438944444444445,22.4,354042,2001 SB28
641,354243 (2002 PR13),17:48:17.35,-29:02:36.9,-1.E3,-533.,1277.,22.0,56.95,-1.752,267.0722916666666,-29.043583333333334,22.0,354243,2002 PR13
642,354263 (2002 QK143),17:48:25.99,-27:41:47.3,-1.E3,4.E3,4444.,22.1,54.94,-8.888,267.1082916666667,-27.696472222222223,22.1,354263,2002 QK143
643,356507 (2011 SM48),17:48:31.78,-28:51:39.9,-971.,124.,979.6,22.9,63.37,-6.895,267.13241666666664,-28.861083333333333,22.9,356507,2011 SM48
644,358185 (2006 SF89),17:48:19.30,-28:10:29.1,-1.E3,3.E3,2834.,21.9,64.82,-8.372,267.0804166666666,-28.17475,21.9,358185,2006 SF89
645,359632 (2011 QK47),17:48:51.43,-27:15:43.7,-714.,6.E3,5924.,22.7,68.32,-7.108,267.21429166666667,-27.262138888888888,22.7,359632,2011 QK47
646,364606 (2007 RC259),17:48:50.75,-27:18:33.2,-722.,6.E3,5757.,22.5,74.48,-5.211,267.2114583333333,-27.30922222222222,22.5,364606,2007 RC259
647,366219 (2012 TY189),17:48:51.74,-27:39:25.4,-709.,4.E3,4516.,21.7,47.79,-3.461,267.2155833333333,-27.657055555555555,21.7,366219,2012 TY189
648,441679 (2008 YB18),17:48:32.95,-28:10:24.4,-956.,3.E3,2771.,23.1,53.77,-0.826,267.13729166666667,-28.173444444444446,23.1,441679,2008 YB18
649,445259 (2009 RR50),17:48:28.63,-28:34:08.3,-1.E3,1.E3,1553.,22.4,42.55,-5.271,267.11929166666664,-28.56897222222222,22.4,445259,2009 RR50
650,460033 (2014 OA173),17:48:44.75,-27:24:58.9,-801.,5.E3,5386.,23.2,45.17,-4.57,267.18645833333335,-27.416361111111108,23.2,460033,2014 OA173
651,467406 (2005 JC109),17:48:39.42,-27:21:41.8,-871.,6.E3,5592.,21.5,69.62,-20.03,267.16425,-27.361611111111113,21.5,467406,2005 JC109
652,480972 (2003 UW344),17:48:11.41,-27:06:30.3,-1.E3,6.E3,6554.,24.4,38.86,-3.128,267.0475416666667,-27.108416666666667,24.4,480972,2003 UW344
653,487931 (2015 TR209),17:48:20.25,-27:11:02.0,-1.E3,6.E3,6265.,23.3,47.88,-4.58,267.08437499999997,-27.183888888888887,23.3,487931,2015 TR209
654,499500 (2010 NG38),17:48:35.36,-27:18:03.5,-925.,6.E3,5816.,22.4,45.65,-4.121,267.14733333333334,-27.300972222222224,22.4,499500,2010 NG38
655,511579 (2014 XW8),17:49:00.08,-28:26:06.0,-600.,2.E3,1764.,23.0,64.05,7.454,267.2503333333333,-28.435,23.0,511579,2014 XW8
656,518370 (2017 FQ8),17:48:40.02,-29:36:43.8,-863.,-3.E3,2719.,22.7,51.97,-4.05,267.16675,-29.612166666666667,22.7,518370,2017 FQ8
657,528598 (2008 UR360),17:48:44.99,-28:39:34.5,-798.,850.,1166.,23.0,44.06,-7.488,267.1874583333333,-28.65958333333333,23.0,528598,2008 UR360
658,532323 (2013 RZ2),17:48:17.12,-28:20:37.4,-1.E3,2.E3,2304.,23.5,46.63,-3.922,267.0713333333333,-28.343722222222222,23.5,532323,2013 RZ2
659,547628 (2010 TS199),17:48:49.54,-28:56:25.5,-738.,-161.,755.5,23.7,42.65,-5.924,267.20641666666666,-28.940416666666668,23.7,547628,2010 TS199
660,590153 (2011 PC21),17:48:32.39,-28:41:06.6,-964.,758.,1226.,23.3,68.0,-8.353,267.1349583333333,-28.685166666666667,23.3,590153,2011 PC21
661,602984 (2014 UJ121),17:48:43.38,-27:39:38.9,-819.,4.E3,4521.,22.5,65.91,-2.142,267.18074999999993,-27.660805555555555,22.5,602984,2014 UJ121
662,629838 (2004 BJ53),17:48:27.37,-26:58:20.0,-1.E3,7.E3,7002.,22.1,53.32,-0.7787,267.11404166666665,-26.97222222222222,22.1,629838,2004 BJ53
663,638457 (2016 AQ84),17:48:19.97,-27:40:33.2,-1.E3,4.E3,4535.,22.5,56.05,3.173,267.08320833333335,-27.67588888888889,22.5,638457,2016 AQ84
664,643903 (2006 SD166),17:48:21.29,-28:15:09.9,-1.E3,2.E3,2568.,23.1,45.57,-3.375,267.0887083333333,-28.25275,23.1,643903,2006 SD166
665,718751 (2017 SC52),17:48:25.42,-30:18:44.6,-1.E3,-5.E3,5207.,22.7,42.98,-4.88,267.10591666666664,-30.31238888888889,22.7,718751,2017 SC52
666,753119 (2015 VJ194),17:48:57.11,-28:43:32.6,-639.,612.,884.8,22.8,63.63,-2.474,267.23795833333327,-28.72572222222222,22.8,753119,2015 VJ194
667,(2002 TY339),17:48:17.46,-29:13:56.5,-1.E3,-1.E3,1676.,23.7,50.31,-9.304,267.07275,-29.23236111111111,23.7,,2002 TY339
668,(2004 TY81),17:48:20.91,-27:25:56.0,-1.E3,5.E3,5386.,23.7,73.06,-6.194,267.087125,-27.432222222222222,23.7,,2004 TY81
669,(2005 GH81),17:49:19.98,-28:41:36.6,-339.,728.,802.7,25.1,79.84,-19.21,267.33324999999996,-28.6935,25.1,,2005 GH81
670,(2005 NP106),17:48:39.80,-29:09:35.5,-866.,-951.,1286.,23.4,63.41,-0.7146,267.1658333333333,-29.15986111111111,23.4,,2005 NP106
671,(2009 EU17),17:48:22.87,-28:39:58.4,-1.E3,826.,1367.,22.5,82.84,-5.132,267.09529166666664,-28.66622222222222,22.5,,2009 EU17
672,(2009 XA2),17:48:18.89,-30:48:34.4,-1.E3,-7.E3,6982.,27.2,85.02,13.61,267.07870833333334,-30.809555555555555,27.2,,2009 XA2
673,(2011 SG328),17:48:17.77,-29:57:14.5,-1.E3,-4.E3,3980.,22.9,48.9,0.04249,267.07404166666663,-29.954027777777778,22.9,,2011 SG328
674,(2011 WC18),17:48:50.46,-28:55:54.5,-726.,-130.,737.7,23.0,43.62,-7.012,267.21025,-28.931805555555556,23.0,,2011 WC18
675,(2012 AN9),17:48:35.31,-29:14:52.5,-925.,-1.E3,1569.,24.0,39.92,0.2344,267.14712499999996,-29.24791666666667,24.0,,2012 AN9
676,(2012 DW120),17:48:17.71,-29:52:35.4,-1.E3,-4.E3,3714.,23.8,41.11,-3.454,267.07379166666664,-29.8765,23.8,,2012 DW120
677,(2012 UH110),17:48:23.97,-27:20:09.0,-1.E3,6.E3,5719.,23.9,33.47,-5.771,267.099875,-27.335833333333333,23.9,,2012 UH110
678,(2012 UD233),17:48:52.42,-29:06:56.3,-700.,-792.,1057.,23.6,51.76,-2.626,267.21841666666666,-29.115638888888892,23.6,,2012 UD233
679,(2013 RJ165),17:48:45.92,-29:24:40.0,-786.,-2.E3,2015.,24.3,53.22,-5.293,267.19133333333326,-29.41111111111111,24.3,,2013 RJ165
680,(2014 EJ70),17:48:12.02,-30:12:11.3,-1.E3,-5.E3,4863.,23.9,37.33,-3.475,267.0500833333333,-30.203138888888887,23.9,,2014 EJ70
681,(2014 HS285),17:49:16.37,-30:28:05.8,-386.,-6.E3,5674.,24.8,74.86,-14.64,267.3182083333333,-30.468277777777775,24.8,,2014 HS285
682,(2014 SO18),17:48:26.40,-28:15:56.7,-1.E3,2.E3,2497.,23.8,53.93,-4.61,267.10999999999996,-28.26575,23.8,,2014 SO18
683,(2014 WD113),17:48:26.09,-30:46:08.8,-1.E3,-7.E3,6824.,23.9,43.12,-2.098,267.1087083333333,-30.76911111111111,23.9,,2014 WD113
684,(2015 BC132),17:48:37.39,-27:12:04.1,-898.,6.E3,6167.,23.5,45.53,-2.747,267.15579166666663,-27.201138888888888,23.5,,2015 BC132
685,(2015 CB48),17:48:53.11,-28:50:01.1,-691.,223.,726.7,23.7,55.64,-5.914,267.2212916666666,-28.83363888888889,23.7,,2015 CB48
686,(2015 FE206),17:48:44.87,-27:29:57.8,-800.,5.E3,5090.,23.4,43.72,-2.891,267.1869583333333,-27.49938888888889,23.4,,2015 FE206
687,(2015 FU376),17:48:27.22,-27:16:53.4,-1.E3,6.E3,5903.,23.4,39.61,-0.1632,267.11341666666664,-27.281499999999998,23.4,,2015 FU376
688,(2015 KG292),17:48:25.00,-28:39:15.3,-1.E3,869.,1372.,23.8,38.82,-6.837,267.10416666666663,-28.654249999999998,23.8,,2015 KG292
689,(2015 KX369),17:48:11.60,-30:15:57.4,-1.E3,-5.E3,5084.,23.3,47.39,-8.16,267.04833333333335,-30.265944444444443,23.3,,2015 KX369
690,(2015 MX103),17:48:52.70,-28:32:00.9,-697.,1.E3,1478.,26.8,164.9,8.293,267.21958333333333,-28.533583333333336,26.8,,2015 MX103
691,(2015 OH113),17:48:25.77,-27:22:15.6,-1.E3,5.E3,5590.,23.8,51.22,1.2,267.107375,-27.371000000000002,23.8,,2015 OH113
692,(2015 VH178),17:48:49.67,-29:27:00.6,-737.,-2.E3,2127.,23.5,46.05,0.3388,267.2069583333333,-29.450166666666664,23.5,,2015 VH178
693,(2016 CD9),17:48:31.42,-27:25:00.1,-976.,5.E3,5414.,25.0,25.25,-1.55,267.1309166666667,-27.416694444444445,25.0,,2016 CD9
694,(2016 CA193),17:49:16.24,-30:04:45.3,-388.,-4.E3,4278.,27.4,135.7,-9.517,267.31766666666664,-30.07925,27.4,,2016 CA193
695,(2016 FY87),17:49:07.49,-29:39:44.0,-503.,-3.E3,2805.,23.7,71.9,-2.391,267.28120833333327,-29.66222222222222,23.7,,2016 FY87
696,(2016 GA355),17:48:20.37,-28:25:58.2,-1.E3,2.E3,2010.,24.9,66.54,-3.328,267.08487499999995,-28.432833333333335,24.9,,2016 GA355
697,(2016 QJ117),17:48:29.62,-27:53:57.2,-1.E3,4.E3,3725.,23.5,67.27,-3.042,267.1234166666666,-27.89922222222222,23.5,,2016 QJ117
698,(2017 PS79),17:48:40.86,-29:21:56.2,-852.,-2.E3,1894.,23.2,50.26,-6.682,267.17025,-29.36561111111111,23.2,,2017 PS79
699,(2017 RN165),17:48:18.24,-30:41:22.3,-1.E3,-6.E3,6558.,24.0,38.89,-7.046,267.076,-30.689527777777776,24.0,,2017 RN165
700,(2017 WZ102),17:48:20.49,-27:13:07.9,-1.E3,6.E3,6141.,25.3,29.2,-2.489,267.085375,-27.21886111111111,25.3,,2017 WZ102
701,(2018 FU),17:48:19.84,-29:22:02.3,-1.E3,-2.E3,2037.,26.4,64.82,-10.06,267.0826666666667,-29.367305555555557,26.4,,2018 FU
702,(2019 NQ91),17:48:57.33,-27:08:34.7,-636.,6.E3,6342.,23.6,63.74,7.42,267.23887499999995,-27.142972222222223,23.6,,2019 NQ91
703,(2019 SO25),17:49:19.61,-26:58:20.4,-343.,7.E3,6932.,25.2,41.64,-4.687,267.3317083333333,-26.97233333333333,25.2,,2019 SO25
704,(2019 SZ221),17:48:30.25,-28:14:12.5,-992.,2.E3,2572.,24.7,47.04,-0.9428,267.12604166666665,-28.236805555555556,24.7,,2019 SZ221
705,(2019 TV63),17:48:41.11,-27:16:17.6,-849.,6.E3,5909.,24.6,50.41,0.7238,267.17129166666666,-27.271555555555555,24.6,,2019 TV63
706,(2020 BB64),17:48:19.04,-29:07:10.3,-1.E3,-806.,1394.,22.8,49.37,2.229,267.0793333333333,-29.11952777777778,22.8,,2020 BB64
707,(2020 JR2),17:48:53.06,-30:31:09.7,-692.,-6.E3,5886.,27.8,128.4,39.77,267.2210833333333,-30.51936111111111,27.8,,2020 JR2
708,(2022 DP20),17:49:03.28,-30:14:41.3,-558.,-5.E3,4889.,24.5,63.21,-17.8,267.26366666666667,-30.244805555555555,24.5,,2022 DP20
709,(2022 NN12),17:48:23.24,-30:01:02.4,-1.E3,-4.E3,4180.,23.3,45.81,-1.571,267.0968333333333,-30.017333333333333,23.3,,2022 NN12
710,(2022 RV92),17:48:43.58,-30:17:32.4,-817.,-5.E3,5093.,23.8,57.44,-1.151,267.1815833333333,-30.292333333333335,23.8,,2022 RV92
711,(2022 VR1),17:49:32.10,-30:43:16.7,-179.,-7.E3,6575.,26.3,128.6,19.04,267.38374999999996,-30.721305555555553,26.3,,2022 VR1
712,(2023 EK9),17:48:15.51,-27:27:36.9,-1.E3,5.E3,5303.,24.3,62.77,-7.38,267.064625,-27.46025,24.3,,2023 EK9
713,(2023 QO23),17:48:53.57,-28:37:05.4,-685.,999.,1212.,23.5,63.74,-4.598,267.22320833333333,-28.618166666666667,23.5,,2023 QO23
714,(2023 SE45),17:48:17.13,-28:37:30.3,-1.E3,974.,1519.,24.5,47.37,-3.707,267.071375,-28.625083333333333,24.5,,2023 SE45
715,(2023 TE81),17:48:59.38,-28:21:17.3,-609.,2.E3,2040.,27.0,54.9,-6.604,267.24741666666665,-28.354805555555558,27.0,,2023 TE81
716,(2024 RB110),17:48:11.58,-27:35:59.7,-1.E3,5.E3,4828.,25.5,57.28,-5.666,267.04825,-27.599916666666665,25.5,,2024 RB110
717,(2024 UP19),17:48:39.07,-29:56:04.8,-876.,-4.E3,3841.,24.7,64.39,-9.989,267.16279166666664,-29.93466666666667,24.7,,2024 UP19
718,(2024 WO37),17:48:18.62,-29:31:50.0,-1.E3,-2.E3,2555.,24.8,39.12,-3.512,267.0775833333333,-29.530555555555555,24.8,,2024 WO37
719,(2024 XT22),17:48:35.81,-28:16:20.8,-919.,2.E3,2425.,25.7,48.36,-4.059,267.1492083333333,-28.272444444444442,25.7,,2024 XT22
720,(2024 XE26),17:48:25.78,-27:09:12.2,-1.E3,6.E3,6361.,24.3,37.65,-7.759,267.1074166666666,-27.153388888888887,24.3,,2024 XE26
721,9449 Petrbondy (1997 VU2),17:48:52.69,-28:44:34.3,-697.,550.,888.2,18.5,50.7,-1.215,267.21954166666666,-28.74286111111111,18.5,9449 Petrbondy,1997 VU2
722,37259 (2000 XF4),17:48:33.14,-30:06:01.2,-954.,-4.E3,4439.,20.6,40.09,-2.305,267.1380833333333,-30.100333333333335,20.6,37259,2000 XF4
723,46877 (1998 RU),17:48:32.69,-29:19:10.3,-960.,-2.E3,1802.,21.2,54.07,-5.069,267.13620833333334,-29.31952777777778,21.2,46877,1998 RU
724,56458 (2000 GA96),17:48:21.45,-27:55:58.9,-1.E3,3.E3,3639.,20.7,65.09,-8.666,267.08937499999996,-27.933027777777777,20.7,56458,2000 GA96
725,67791 (2000 UP100),17:48:31.48,-27:18:06.4,-976.,6.E3,5821.,20.3,52.88,-6.107,267.1311666666667,-27.30177777777778,20.3,67791,2000 UP100
726,69630 (1998 FA63),17:48:13.21,-27:26:27.9,-1.E3,5.E3,5377.,21.0,64.64,-6.525,267.0550416666666,-27.441083333333335,21.0,69630,1998 FA63
727,72549 (2001 EG1),17:48:16.40,-30:39:45.4,-1.E3,-6.E3,6467.,21.3,45.24,-8.182,267.0683333333333,-30.662611111111108,21.3,72549,2001 EG1
728,88791 (2001 SZ110),17:49:03.06,-28:56:09.0,-561.,-145.,579.1,21.0,68.73,-7.42,267.26275,-28.935833333333335,21.0,88791,2001 SZ110
729,140496 (2001 TT153),17:48:41.42,-28:32:37.0,-845.,1.E3,1524.,21.4,43.49,-1.369,267.1725833333333,-28.54361111111111,21.4,140496,2001 TT153
730,147231 (2002 XV47),17:49:01.84,-27:32:01.3,-577.,5.E3,4937.,21.4,58.05,-2.138,267.25766666666664,-27.533694444444446,21.4,147231,2002 XV47
731,149404 (2003 AL55),17:48:50.31,-28:36:49.7,-728.,1.E3,1249.,21.1,60.29,-4.397,267.20962499999996,-28.613805555555558,21.1,149404,2003 AL55
732,151141 (2001 XG43),17:48:23.11,-30:21:47.1,-1.E3,-5.E3,5392.,21.5,47.71,-7.761,267.0962916666666,-30.363083333333336,21.5,151141,2001 XG43
